number	title	pageid	namespace	length	touched
11521	H-Net	784620		2965	20211016102226
11522	Clean_URL	784666		5922	20230626195718
11523	Microsoft_Development_Center_Norway	784678		4284	20170929155559
11524	MacOS_Server	784693		26319	20230910131446
11525	Apple_Remote_Desktop	784713		2845	20220719082222
11526	Bringmann_&_Kopetzki	784752		3561	20220529072816
11527	Intel_i486	785027		11523	20230820034618
11528	Die_Fugger_II	785177		8997	20220419124324
11529	Doomsday-Methode	785180		15682	20230119224631
11530	Raycasting	785267		14720	20230410175027
11531	DECT_Standard_Cipher	785315		2327	20230819114314
11532	SHIFZ	785341		1022	20210306194806
11533	Kammerflimmer_Kollektief	785352		5369	20230505201454
11534	LR-Parser	785391		6451	20230803110717
11535	TÜV_IT	785411		2044	20230514185949
11536	International_Typeface_Corporation	785713		2369	20220325173200
11537	Disk-Validator	785777		1742	20120119135527
11538	ISO_8859	786014	Category	67	20130402060136
11539	Vorleser.net	786028		1902	20210704091450
11540	CRAM-MD5	786064		5601	20230616074123
11541	Samurize	786344		2842	20200524183851
11542	Salon.com	786351		2155	20220415074715
11543	Zusi_(Zugsimulator)	786438		21376	20230820192452
11544	Paul_Panzer	786666		9716	20230906203053
11545	AMD_Am2900	786691		2297	20140725111454
11546	Hansjörg_Geiger	786730		6357	20230628183341
11547	National_Semiconductor	786754		6066	20200802190333
11548	Skeleton_(Programmierung)	786881		1750	20130330202903
11549	Artpack	786957		1886	20191210041328
11550	Single_In-Line_Package	787005		1461	20220824154746
11551	Norton_Personal_Firewall	787113		3648	20200527061711
11552	Earth_(Computerspielreihe)	787287		15934	20230804132233
11553	Entfernen_(Taste)	787337		3042	20220402143803
11554	Kiter_(Computerspiele)	787394		1675	20230910130233
11555	Griefer	787457		2458	20230909213253
11556	Plausibilitätskontrolle	787513		5815	20220524191618
11557	Vojtěch_Saudek	787541		5551	20230804211714
11558	Allofmp3	787545		19793	20211123225251
11559	RFCOMM	787721		306	20230808122429
11560	4DOS	787733		7543	20211101183747
11561	Bitstopfen	787754		1693	20190205233755
11562	Toni_Rios	787834		3177	20201210155035
11563	Megabit	787836		93	20190529074259
11564	Boytronic	787911		9030	20220730181345
11565	Wagenstandanzeiger	787919		9421	20230121154203
11566	X264	788027		10673	20230428114633
11567	Dallas-Chip	788271		2390	20230307140834
11568	On-Demand-Streaming	788400		660	20170420215153
11569	Inflektiv	788508		10504	20230429100745
11570	Simulationsbasierte_Optimierung	788609		5969	20230313090130
11571	Friedman-Test_(Kryptologie)	788691		2475	20220628115938
11572	Self_(Programmiersprache)	788775		22159	20221025211531
11573	Hilbert-Transformation	788811		18379	20230829114844
11574	Sitzungsschlüssel	789014		1762	20230808120235
11575	Lehrer-Online	789043		9095	20220524084408
11576	Side-Looking-Airborne-Radar	789149		21776	20230904215853
11577	Omni_Trio	789166		1073	20130809161317
11578	Technicolor_Rainbow	789280		4301	20221218152520
11579	Powerline_Communication	789284		27762	20230902151709
11580	Monochrom_(Gruppe)	789355		33537	20230806135939
11581	Ortstransparenz	789469		1340	20210111141925
11582	Environment_Mapping	789539		3135	20210102183104
11583	Aktive_Inhalte	789717		2749	20190426055601
11584	AMD_Crossfire	789932		15146	20220425111504
11585	Bad_Boys_Blue	789964		8134	20220508212536
11586	ATI_FireGL	789974		6367	20230302215446
11587	ATI_Mobility_Radeon	789976		26729	20220301093548
11588	CG-Verfahren	789985		13177	20211124073514
11589	ATI_Rage	790000		3341	20220718034535
11590	3Dc	790122		902	20210326001410
11591	ShapeShifter	790127		3623	20200814194653
11592	Signum_(Textverarbeitungsprogramm)	790131		3895	20230816155642
11593	Earth_2160	790146		5758	20230804132305
11594	Conel_Hugh_O’Donel_Alexander	790175		10315	20230421184403
11595	Haujobb_(Band)	790274		5096	20230506155344
11596	Loksim3D	790359		7173	20210713184346
11597	Xmltv	790471		3483	20221220095424
11598	Reverse_MX	790490		2149	20230621124728
11599	PowerStack	790514		2653	20221029222732
11600	John_Logie_Baird	790773		10065	20230620103640
11601	Rundfunksender	790806		4256	20230726055354
11602	Boot-ROM	790856		2984	20221123174651
11603	BitKeeper	791233		6631	20221116110212
11604	Kommando_Strategische_Aufklärung	791236		15707	20230525152204
11605	Sam_Ervin	791270		6088	20230217120239
11606	SprachBox	791287		5492	20230403191027
11607	Software-Dokumentationswerkzeug	791307		1969	20230404112112
11608	Asynchronous_Time_Division	791308		2463	20200710075449
11609	Stud.IP	791361		5550	20230630134920
11610	LL(k)-Grammatik	791375		8451	20221024084344
11611	Cross_Media_Publishing	791419		6203	20230512054728
11612	Myth_(Computerspielreihe)	791423		20872	20230823100420
11613	Comanche_(Computerspielreihe)	791478		6996	20230803194109
11614	Jason_Rohrer	791615		3800	20230724234829
11615	MyCoRe	791643		11655	20230730192842
11616	Patrick_Gray	791686		7442	20221104160912
11617	Donkey_Konga	791711		3201	20230723184052
11618	11_Freunde	791910		11214	20230829135136
11619	Torrance-Sparrow-Beleuchtungsmodell	791954		2560	20210722152611
11620	Koordinatenschalter	792308		5069	20220306152650
11621	TAP_(Zeitschrift)	792381		1894	20200816180330
11622	Jak_and_Daxter	792600		21445	20230711090754
11623	Florida_Inc.	792657		1884	20230828161034
11624	UHARC	792808		1667	20210305194545
11625	Vollversion	792865		1696	20220228151316
11626	Mouse_on_Mars	793140		7960	20220904101344
11627	The_Fall:_Last_Days_of_Gaia	793144		16287	20230211145943
11628	DJ_Quicksilver	793181		6812	20230303161356
11629	Abspaltung_(Softwareentwicklung)	793335		6552	20230616005034
11630	Bildträger	793519		7945	20211005053021
11631	Boyer-Moore-Algorithmus	793521		14050	20230228091858
11632	JetPac	793596		2962	20230727175251
11633	Pufferknoten_(UML)	793779		1714	20170123082550
11634	13th_Street	793829		5381	20230501142021
11635	Syfy_(Deutschland)	793870		5258	20221219000901
11636	Ulrich_Briefs	793956		4837	20220314180614
11637	Kinowelt_TV	793958		4343	20221028233215
11638	AXN_Black	794055		8003	20230901125636
11639	Wullenwever-Antenne	794059		9288	20230630142229
11640	Off-the-Record_Messaging	794175		29742	20221113013720
11641	Bordcomputer	794197		2074	20200619094758
11642	LCD-Memory-Effekt	794200		1544	20141119134449
11643	Jean-Étienne_Marie	794300		1903	20220618053427
11644	Die_Abenteuer_des_Anselm_Wüßtegern	794676		12561	20230703204605
11645	Apple_Developer_Connection	794712		5268	20210124210405
11646	Jürgen_Kreschel	794742		1610	20221130112439
11647	Connected_Limited_Device_Configuration	794776		1810	20170508131222
11648	Google_Earth	794811		30775	20230725121429
11649	Edubuntu	794819		185	20220721215732
11650	Silverline	794824		2622	20230311152355
11651	Eisenbahnsimulation	794839	Category	218	20200826095423
11652	History_(Fernsehsender)	794989		6515	20230911135120
11653	National_Geographic_Channel	795034		3860	20230219172258
11654	HYBNET	795206		5473	20221223193449
11655	Video_over_IP	795232		1536	20230826224447
11656	Independent_Games_Festival	795301		11740	20230709074956
11657	SPUTM	795435		133	20190915144859
11658	E-Recruiting	795436		13747	20230516135752
11659	PLCopen	795450		3131	20210715083225
11660	N_(Computerspiel)	795526		5759	20220901141105
11661	Apple_Public_Source_License	795704		1425	20160708213633
11662	Peilrahmen	795706		1396	20210115054215
11663	Support_(Dienstleistung)	795814		6941	20230613131151
11664	Unterausschuss_Neue_Medien	795830		3856	20211217125844
11665	Harald_Ganzinger	795859		2616	20220103090134
11666	Hauppauge_Computer_Works	795899		4004	20220119180355
11667	Suicide	795999		4512	20230807163419
11668	Clownstep	796078		1124	20180530111320
11669	Bogenecho	796105		2404	20220819154119
11670	Madden_NFL	796217		24673	20230805094033
11671	Inkrementelles_Vorgehensmodell	796278		6729	20191001214352
11672	Xenogears	796343		5525	20230218170926
11673	Parabolantenne_(TV)	796367		15299	20220130135548
11674	Bill_Brown_(Komponist)	796389		3453	20211119170402
11675	Advanced_Maryland_Automatic_Network_Disk_Archiver	796427		2728	20220803175612
11676	Klassenbrowser	796547		1370	20220103202918
11677	Humanoid	796579		12637	20230525111646
11678	Hohneck	796660		6501	20220501065036
11679	Stadtportal	796759		1516	20200509221456
11680	G_Data_CyberDefense	796842		16210	20230831142603
11681	Bissanzeiger	796884		1568	20220903013421
11682	Roland_TR-606	796953		2502	20210606101651
11683	Dial	796962		4251	20221225173508
11684	Nasir_Gebelli	797014		2160	20181130112721
11685	Kurfürstliches_Schloss_(Koblenz)	797049		28850	20230717071933
11686	Workgroup_Computing	797064		3504	20230410124633
11687	Johnny_Haeusler	797067		7969	20230905065827
11688	Autoreply	797157		7844	20230708071907
11689	Signalanalyse	797193		8295	20210308104623
11690	Flooding-Algorithmus	797203		3866	20210907212425
11691	Delivery_Status_Notification	797254		3738	20230614171210
11692	Echo-Algorithmus	797290		3139	20200527161918
11693	MPEG_Audio_Decoder	797341		2476	20170823160833
11694	System_Shock_2	797392		21135	20230820100600
11695	FreeMind	797459		5330	20230717164841
11696	Ringalgorithmus	797463		2955	20210509160903
11697	Watergate-Affäre	797552	Category	280	20220517175701
11698	Nachrichtenauslöschung_nach_Chang_und_Roberts	797580		2934	20221114084820
11699	PC_PowerPlay	797744		10744	20221015110628
11700	Joseph_Kruskal	797785		3143	20210129204804
11701	G-TV	797837		5549	20200830142159
11702	Stupidedia	797877		20735	20220827182804
11703	Café_del_Mar	798014		26921	20220803205251
11704	Motorsport.tv	798038		3205	20230405023927
11705	Transreflektiv	798575		3521	20210404141844
11706	Liegenschaftsinformationssystem_Außenanlagen_LISA	798700		1452	20210319144917
11707	Maschinendatenerfassung	798802		4963	20200311143528
11708	Symbolübersprechen	799035		5304	20210531094230
11709	Sparkline	799132		4760	20220910012743
11710	Alex_Kidd	799167		13026	20230806163408
11711	Cybersquatting	799178		8312	20201209172352
11712	NTLM	799269		5813	20230724162846
11713	Kristen_Nygaard	799310		5748	20220429070732
11714	Kazunori_Yamauchi	799361		2653	20230808143104
11715	Wolfram_Gieseke	799368		4761	20191111073658
11716	Microsoft_Project	799446		9824	20230326223641
11717	Rabin-Karp-Algorithmus	799535		10687	20170406184858
11718	WinSCP	799591		4362	20230526102719
11719	Afterlife_(Musiker)	799641		1526	20200626163041
11720	IEC_61850	799757		6938	20210716194744
11721	Manufacturing_Messaging_Specification	799803		2107	20210304175338
11722	Dokumentenserver	799854		6945	20230128085811
11723	Gericom	799969		7281	20230810055724
11724	Gedas	799989		4651	20230227173539
11725	RP-TNC	800295		96	20201227184252
11726	Oktalyzer	800309		1652	20211125085528
11727	Muslim-Markt	800314		12227	20211127043538
11728	IBM_Personal_Computer_XT	800339		3653	20230515074523
11729	IBM_3270_PC	800370		2328	20220802102553
11730	IBM_Personal_Computer/AT	800394		9198	20221225204152
11731	Kontoauszugsdrucker	800655		3886	20200828061329
11732	Umkreissuche	800807		2281	20230314083830
11733	Jürgen_Laarmann	800841		11594	20220828021740
11734	IBM_PC_Text	800844		3372	20190730055712
11735	Digital_Print_Order_Format	800848		1863	20230609054355
11736	Märtini_Brös	800878		1370	20180901080240
11737	Konstante_(Programmierung)	801042		2440	20220818130907
11738	Kohärenz_(Signalanalyse)	801049		6479	20230910063453
11739	M-LVDS	801195		2109	20211130163859
11740	Artwork	801248		3222	20230508155835
11741	Steuernummer	801289		24365	20230802100120
11742	Persistente_Welt	801342		4153	20220801193700
11743	IBM_PCjr	801548		4032	20230910103516
11744	Screener_(Informatik)	801607		2925	20180611205917
11745	Stingray_Classica	801698		7688	20230322171424
11746	Norman_(Unternehmen)	801890		5634	20210714192114
11747	Gérard_Grisey	801919		6958	20230804211731
11748	Playboy_TV	801970		2495	20230223230004
11749	Komfortrauschen	802047		1520	20190718110832
11750	Flüssiglinse	802112		8622	20220714122722
11751	Atevia	802645		13689	20230403191240
11752	WEB_(Programmiersprache)	802685		1152	20160809230028
11753	Colt_Technology_Services	802693		8536	20220719102208
11754	Rekursiver_Abstieg	802847		7072	20230114131717
11755	Configuration_Management_Database	802867		9143	20230713073327
11756	Lionhead_Studios	802917		7700	20230702175806
11757	Binäre_Exponentiation	802992		10798	20230720143943
11758	Festplattengeometrie	803011		13225	20230429232833
11759	GPE_Palmtop_Environment	803035		1689	20191123201347
11760	Penny_Arcade_(Comic)	803072		4171	20230501195403
11761	Signalflanke	803092		3091	20190425095249
11762	Fano-Bedingung	803200		2495	20230212103719
11763	Deduktive_Datenbank	803208		668	20130404104327
11764	McCabe-Metrik	803299		6310	20210518161606
11765	Formanpassungsgesetz	803323		9784	20230306172324
11766	XML-Encryption	803346		3245	20200218103900
11767	U-Commerce	803363		6086	20220921194414
11768	Webwasher	803642		4332	20211126162839
11769	OpenThesaurus	803646		3410	20210307110417
11770	The_Disco_Boys	803674		11573	20230406063024
11771	Microsoft_Assistance_Markup_Language	803761		1433	20191214072451
11772	Phantasy_Star_IV	803814		15961	20230909151037
11773	Telespazio	803867		2075	20230829100216
11774	Microsoft_Operations_Manager	803893		9827	20221215214727
11775	Ralph_Dommermuth	804083		13466	20230710175906
11776	Danger_Close_(Unternehmen)	804106		8820	20230222175051
11777	Speech_Application_Programming_Interface	804178		1665	20201226215947
11778	Sprach-Interaktion	804187	Category	428	20230217182503
11779	Neon_Studios	804215		7719	20211228172524
11780	Lufthansa_Systems	804300		4794	20230425145239
11781	Durchgängige_elektronische_Fahrgastinformation	804388		2430	20230507062110
11782	Crossbot	804389		7179	20230405150625
11783	Koltschuga	804468		3849	20220410082848
11784	TinyOS	804496		4355	20221226152800
11785	Preisvergleichsportal	804524		10387	20230812111759
11786	Digital_Audio_Workstation	804676		13462	20230709110406
11787	Tomasulo-Algorithmus	804690		5952	20230222171842
11788	NC-Management-System	804803		2035	20200216180751
11789	Java_Card	804844		1512	20141014080624
11790	Groklaw	804855		3703	20220818165641
11791	LFO_(Band)	804909		4581	20220802212253
11792	Recordset	804923		2419	20171110124105
11793	LALR-Parser	804937		1098	20220129090959
11794	Attributgrammatik	804979		6292	20210218162025
11795	MISRA-C	805125		9838	20220126155658
11796	Serendipity_(Software)	805378		3203	20221120233040
11797	Java_Plug-in	805406		3531	20171115012924
11798	Nation_of_Gondwana	805751		19871	20230806212401
11799	Madagascar	805798		10858	20230826032333
11800	Avalon_Hill	806058		7407	20221005115542
11801	Seattle_Computer_Products	806226		1198	20210418211834
11802	Pohlig-Hellman-Algorithmus	806227		4358	20230109082851
11803	Virgin_Interactive	806248		7982	20230809151920
11804	Paperboy	806342		7052	20230829165804
11805	Scheduler_(Datenbank)	806400		125	20230808122833
11806	Flugverkehrsmanagement	806470		1651	20140807071813
11807	Frans_Morsch	806563		387	20220226232632
11808	Gabor_Schablitzki	806665		8347	20220726150122
11809	Pandemic_Studios	807064		3713	20230910104151
11810	X-Mix	807465		2079	20200222223855
11811	Stargate_(Computerspiel)	807528		8549	20230909084902
11812	Adobe_InCopy	807530		2922	20220828151109
11813	Dekker-Algorithmus	807591		4883	20230311134642
11814	Ratsinformationssystem	807965		7717	20230809080223
11815	Sozialinformatik	807977		20973	20230825161515
11816	Rosetta_(Apple)	808064		12989	20230822101839
11817	Logikbombe	808173		7877	20200527061754
11818	Retrogaming	808238		21639	20230405144236
11819	DNP3	808304		2600	20210516142156
11820	Mark_Williams_Company	808323		10692	20230906191152
11821	Erzeuger-Verbraucher-Problem	808358		14148	20220730163406
11822	Wings_of_Fury	808362		6262	20210403215814
11823	Gemeinsame_Körperschaftsdatei	808385		4620	20230429201105
11824	IT-Sicherheit	808451	Category	238	20170526163516
11825	Anmeldemaske	808469		585	20220914202823
11826	Zugriffsfunktion	808547		4991	20220130123043
11827	Formatstring-Angriff	808590		1988	20190726194315
11828	Lx-Office	808642		9173	20220518005239
11829	DIN-Messbus	808783		10030	20230425211946
11830	Thomas_J._Watson	808882		10613	20230725114108
11831	UPC_Austria	808887		14157	20230403191336
11832	X-Smiles	808899		1516	20181214083611
11833	EIA-423	808903		2900	20230219102958
11834	IBM_5100	808906		6723	20230801220223
11835	Netgear	808915		8817	20230317091205
11836	Subnotebook	808950		17645	20220929073911
11837	Paradroid	809278		6171	20230312155232
11838	Telemetrie_(Software)	809332		15416	20230911113239
11839	MusicXML	809457		4883	20230808104224
11840	Claude_Young	809578		2793	20230531144032
11841	GMD-Forschungszentrum_Informationstechnik	809684		6984	20221114164517
11842	Crystal_Dynamics	809746		15874	20230809212931
11843	Cel_Shading	809798		6896	20230808193348
11844	Bridge_Builder	809935		3549	20200828174926
11845	HMAC	810159		8529	20230812163152
